latitude,longitude,side_b
26.000000,97.500000,KIO
22.000000,98.000000,KIO
23.979167,97.904722,KIO
23.979167,97.904722,KIO
23.457894,97.937993,KIO
26.000000,97.500000,KIO
26.000000,97.500000,KIO
24.260229,97.178824,KIO
24.979722,97.561389,KIO
25.785516,97.145268,KIO
25.600833,98.376667,KIO
26.000000,97.500000,KIO
25.785516,97.145268,KIO
26.000000,97.500000,KIO
22.000000,98.000000,KIO
25.600833,98.376667,KIO
22.000000,98.000000,KIO
22.000000,98.000000,KIO
22.000000,98.000000,KIO
26.000000,97.500000,KIO
22.000000,98.000000,KIO
22.000000,98.000000,KIO
22.000000,98.000000,KIO
24.979722,97.561389,KIO
25.195076,96.597658,KIO
25.195076,96.597658,KIO
25.195076,96.597658,KIO
26.000000,97.500000,KIO
25.616667,96.316667,KIO
26.000000,97.500000,KIO
25.616667,96.316667,KIO
22.000000,98.000000,KIO
22.000000,98.000000,KIO
26.000000,97.500000,KIO
26.000000,97.500000,KIO
26.000000,97.500000,KIO
25.600833,98.376667,KIO
24.760000,97.563333,KIO
25.195076,96.597658,KIO
26.000000,97.500000,KIO
22.000000,98.000000,KIO
24.760000,97.563333,KIO
25.523056,96.711667,KIO
24.979722,97.561389,KIO
26.000000,97.500000,KIO
22.000000,98.000000,KIO
25.616667,96.316667,KIO
25.010372,96.603050,KIO
27.882151,98.081591,KIO
25.600833,98.376667,KIO
23.456667,97.940278,KIO
27.516700,97.116700,KIO
26.000000,97.500000,KIO
26.000000,97.500000,KIO
26.000000,97.500000,KIO
26.000000,97.500000,KIO
22.950000,97.950000,KIO
26.000000,97.500000,KIO
26.000000,97.500000,KIO
24.353110,97.629490,KIO
26.000000,97.500000,KIO
26.000000,97.500000,KIO
27.333056,97.427500,KIO
27.333056,97.427500,KIO
26.000000,97.500000,KIO
26.000000,97.500000,KIO
24.116131,97.296584,KIO
23.576667,98.101389,KIO
26.000000,97.500000,KIO
26.000000,97.500000,KIO
23.866600,97.174780,KIO
24.116131,97.296584,KIO
23.758170,97.132340,KIO
23.758170,97.132340,KIO
23.700620,97.202070,KIO
24.260229,97.178824,KIO
24.083333,97.233333,KIO
22.950000,97.950000,KIO
26.000000,97.500000,KIO
26.268889,96.772778,KIO
23.575970,98.098620,KIO
23.979167,97.904722,KIO
23.979167,97.904722,KIO
24.760000,97.563333,KIO
22.000000,98.000000,KIO
26.000000,97.500000,KIO
24.942261,96.313449,KIO
23.836011,97.681672,KIO
25.312833,97.684044,KIO
22.000000,98.000000,KIO
23.457894,97.937993,KIO
23.960382,97.358798,KIO
23.951216,97.398028,KIO
24.260229,97.178824,KIO
23.457894,97.937993,KIO
22.967835,97.794534,KIO
23.457894,97.937993,KIO
24.942261,96.313449,KIO
25.305430,96.935365,KIO
23.306511,98.182546,KIO
23.306511,98.182546,KIO
25.616667,96.316667,KIO
26.509765,96.712445,KIO
26.509765,96.712445,KIO
26.509765,96.712445,KIO
25.616667,96.316667,KIO
23.979167,97.904722,KIO
23.457894,97.937993,KIO
26.000000,97.500000,KIO
23.960382,97.358798,KIO
25.616667,96.316667,KIO
25.195076,96.597658,KIO
25.616667,96.316667,KIO
25.616667,96.316667,KIO
25.616667,96.316667,KIO
22.000000,98.000000,KIO
23.979167,97.904722,KIO
26.578355,97.690334,KIO
26.000000,97.500000,KIO
23.960382,97.358798,KIO
23.960382,97.358798,KIO
23.960382,97.358798,KIO
23.979167,97.904722,KIO
23.960382,97.358798,KIO
23.960382,97.358798,KIO
26.000000,97.500000,KIO
24.942261,96.313449,KIO
25.616667,96.316667,KIO
23.957135,98.129121,KIO
24.260229,97.178824,KIO
24.814875,97.428146,KIO
22.967835,97.794534,KIO
25.679728,96.481155,KIO
25.679728,96.481155,KIO
24.260229,97.178824,KIO
26.000000,97.500000,KIO
22.967835,97.794534,KIO
26.000000,97.500000,KIO
25.679728,96.481155,KIO
24.613717,97.461027,KIO
25.312833,97.684044,KIO
23.705275,98.034294,KIO
23.957135,98.129121,KIO
23.301979,97.963328,KIO
25.312833,97.684044,KIO
23.957135,98.129121,KIO
26.509765,96.712445,KIO
26.509765,96.712445,KIO
22.967835,97.794534,KIO
26.000000,97.500000,KIO
25.918139,96.658273,KIO
26.509765,96.712445,KIO
26.000000,97.500000,KIO
24.119710,97.294235,KIO
24.099889,98.312316,KIO
26.509765,96.712445,KIO
26.247020,96.555580,KIO
24.942261,96.313449,KIO
26.000000,97.500000,KIO
24.942261,96.313449,KIO
25.679728,96.481155,KIO
26.509765,96.712445,KIO
26.000000,97.500000,KIO
25.679728,96.481155,KIO
26.000000,97.500000,KIO
22.967835,97.794534,KIO
25.226425,96.793545,KIO
23.574375,98.076855,KIO
25.679728,96.481155,KIO
23.574375,98.076855,KIO
25.679728,96.481155,KIO
26.509765,96.712445,KIO
22.967835,97.794534,KIO
26.144739,97.515441,KIO
24.260229,97.178824,KIO
22.967835,97.794534,KIO
23.251140,97.120372,KIO
23.574375,98.076855,KIO
23.957135,98.129121,KIO
23.477810,97.958510,KIO
24.942261,96.313449,KIO
23.574375,98.076855,KIO
25.312833,97.684044,KIO
23.574375,98.076855,KIO
23.251140,97.120372,KIO
23.574375,98.076855,KIO
24.213536,96.764702,KIO
24.213536,96.764702,KIO
23.957135,98.129121,KIO
24.774342,96.363573,KIO
25.305430,96.935365,KIO
25.679728,96.481155,KIO
25.790228,98.325242,KIO
25.679728,96.481155,KIO
24.521431,97.431576,KIO
24.521431,97.431576,KIO
23.251140,97.120372,KIO
24.521431,97.431576,KIO
25.679728,96.481155,KIO
26.509765,96.712445,KIO
25.958462,97.526011,KIO
25.679728,96.481155,KIO
24.521431,97.431576,KIO
24.521431,97.431576,KIO
24.119710,97.294235,KIO
24.521431,97.431576,KIO
24.431330,97.408400,KIO
26.000000,95.683333,KIO
24.215426,96.375620,KIO
25.679728,96.481155,KIO
23.574375,98.076855,KIO
23.796980,95.862660,KIO
24.215426,96.375620,KIO
22.551500,95.750330,KIO
23.500000,95.500000,KIO
24.215426,96.375620,KIO
23.500000,95.500000,KIO
25.312833,97.684044,KIO
24.942261,96.313449,KIO
25.312833,97.684044,KIO
25.359051,97.473824,KIO
24.469064,96.181698,KIO
25.679728,96.481155,KIO
22.891960,96.614500,KIO
24.215426,96.375620,KIO
26.000000,97.500000,KIO
26.000000,97.500000,KIO
24.215426,96.375620,KIO
25.679728,96.481155,KIO
24.942261,96.313449,KIO
24.942261,96.313449,KIO
25.679728,96.481155,KIO
22.850291,95.104417,KIO
25.679728,96.481155,KIO
25.679728,96.481155,KIO
25.679728,96.481155,KIO
23.705275,98.034294,KIO
27.313260,97.257317,KIO
25.386411,97.394394,KIO
25.679728,96.481155,KIO
24.639230,96.216380,KIO
25.679728,96.481155,KIO
27.333056,97.427500,KIO
26.000000,97.500000,KIO
24.850070,96.422720,KIO
24.774342,96.363573,KIO
24.752636,97.556118,KIO
25.312833,97.684044,KIO
23.957135,98.129121,KIO
24.369140,96.611750,KIO
25.679728,96.481155,KIO
25.679728,96.481155,KIO
23.955430,95.357323,KIO
25.679728,96.481155,KIO
26.509765,96.712445,KIO
25.679728,96.481155,KIO
24.942261,96.313449,KIO
23.574375,98.076855,KIO
25.790228,98.325242,KIO
24.942261,96.313449,KIO
24.213536,96.764702,KIO
24.550674,96.202598,KIO
26.505825,97.460880,KIO
23.574375,98.076855,KIO
23.574375,98.076855,KIO
25.542058,97.305879,KIO
24.215426,96.375620,KIO
24.215426,96.375620,KIO
25.679728,96.481155,KIO
24.119710,97.294235,KIO
23.083333,97.400000,KIO
25.312833,97.684044,KIO
24.220520,96.142320,KIO
22.638230,95.446110,KIO
25.679728,96.481155,KIO
26.509765,96.712445,KIO
25.679728,96.481155,KIO
24.864751,95.415249,KIO
23.574375,98.076855,KIO
23.601770,98.464610,KIO
24.235603,96.063987,KIO
25.312833,97.684044,KIO
24.304878,96.048906,KIO
24.119710,97.294235,KIO
25.679728,96.481155,KIO
25.679728,96.481155,KIO
25.679728,96.481155,KIO
24.165619,96.363356,KIO
24.864751,95.415249,KIO
24.213536,96.764702,KIO
26.509765,96.712445,KIO
26.509765,96.712445,KIO
23.251140,97.120372,KIO
23.574375,98.076855,KIO
24.235603,96.063987,KIO
24.165619,96.363356,KIO
25.616772,97.861874,KIO
24.213536,96.764702,KIO
23.626992,96.641867,KIO
22.676970,95.400870,KIO
24.235603,96.063987,KIO
25.679728,96.481155,KIO
24.119710,97.294235,KIO
24.504002,95.733794,KIO
24.213536,96.764702,KIO
23.309410,98.231553,KIO
23.251140,97.120372,KIO
24.504002,95.733794,KIO
24.603590,97.358850,KIO
25.777281,96.381558,KIO
24.521431,97.431576,KIO
24.235603,96.063987,KIO
24.235603,96.063987,KIO
24.215426,96.375620,KIO
25.679728,96.481155,KIO
25.679728,96.481155,KIO
25.679728,96.481155,KIO
25.679728,96.481155,KIO
23.760029,96.233117,KIO
25.679728,96.481155,KIO
24.235603,96.063987,KIO
26.509765,96.712445,KIO
25.679728,96.481155,KIO
25.679728,96.481155,KIO
24.220520,96.142320,KIO
25.542058,97.305879,KIO
24.584810,94.991700,KIO
26.505825,97.460880,KIO
26.500152,96.583162,KIO
24.215426,96.375620,KIO
24.213536,96.764702,KIO
24.213536,96.764702,KIO
24.942261,96.313449,KIO
23.760029,96.233117,KIO
23.766019,95.813102,KIO
24.942261,96.313449,KIO
24.215426,96.375620,KIO
23.680050,95.848020,KIO
24.521431,97.431576,KIO
24.685684,94.732747,KIO
24.685684,94.732747,KIO
25.679728,96.481155,KIO
24.213536,96.764702,KIO
24.119710,97.294235,KIO
23.567632,97.868710,KIO
23.574375,98.076855,KIO
23.756618,98.181414,KIO
23.574375,98.076855,KIO
23.971200,97.227870,KIO
24.119710,97.294235,KIO
25.679728,96.481155,KIO
23.723610,95.754900,KIO
24.213536,96.764702,KIO
23.574375,98.076855,KIO
24.942261,96.313449,KIO
23.602184,98.730725,KIO
24.235603,96.063987,KIO
24.119710,97.294235,KIO
24.235603,96.063987,KIO
26.505825,97.460880,KIO
24.942261,96.313449,KIO
25.542058,97.305879,KIO
27.313260,97.257317,KIO
24.248471,96.246182,KIO
24.504002,95.733794,KIO
24.015576,96.744241,KIO
24.213536,96.764702,KIO
24.235603,96.063987,KIO
24.832074,95.703783,KIO
24.015576,96.744241,KIO
25.679728,96.481155,KIO
24.213536,96.764702,KIO
23.863221,97.085188,KIO
23.760029,96.233117,KIO
24.942261,96.313449,KIO
23.760029,96.233117,KIO
25.679728,96.481155,KIO
24.235603,96.063987,KIO
24.235603,96.063987,KIO
22.945343,96.427239,KIO
22.870232,96.542700,KIO
24.213536,96.764702,KIO
23.626992,96.641867,KIO
25.679728,96.481155,KIO
25.679728,96.481155,KIO
23.760029,96.233117,KIO
23.766019,95.813102,KIO
23.766019,95.813102,KIO
23.788583,95.679642,KIO
25.679728,96.481155,KIO
25.679728,96.481155,KIO
24.942261,96.313449,KIO
23.770020,95.619569,KIO
24.504002,95.733794,KIO
24.510450,95.530180,KIO
24.235603,96.063987,KIO
23.766019,95.813102,KIO
23.766019,95.813102,KIO
23.766019,95.813102,KIO
23.766019,95.813102,KIO
25.679728,96.481155,KIO
25.679728,96.481155,KIO
25.312833,97.684044,KIO
26.509765,96.712445,KIO
23.788583,95.679642,KIO
25.679728,96.481155,KIO
23.457278,97.931008,KIO
23.284600,97.953844,KIO
25.523056,96.711667,KIO
23.548403,97.895863,KIO
25.616667,96.316667,KIO
24.237330,96.189698,KIO
24.215426,96.375620,KIO
24.217606,96.433967,KIO
25.679728,96.481155,KIO
23.955430,95.357323,KIO
24.118100,96.925310,KIO
24.137210,96.900800,KIO
23.760029,96.233117,KIO
23.975596,97.978006,KIO
23.760029,96.233117,KIO
24.521431,97.431576,KIO
24.774342,96.363573,KIO
26.000000,97.500000,KIO
23.991149,95.756421,KIO
25.679728,96.481155,KIO
25.092290,96.288540,KIO
24.235603,96.063987,KIO
23.788583,95.679642,KIO
26.144739,97.515441,KIO
25.679728,96.481155,KIO
24.208740,97.218320,KIO
25.679728,96.481155,KIO
24.864751,95.415249,KIO
25.616667,96.316667,KIO
23.903222,95.782444,KIO
24.521431,97.431576,KIO
23.788583,95.679642,KIO
25.679728,96.481155,KIO
23.309410,98.231553,KIO
24.782060,97.562470,KIO
23.574375,98.076855,KIO
24.871837,97.517084,KIO
24.337215,97.185238,KIO
25.679728,96.481155,KIO
25.525520,96.134960,KIO
24.176750,96.804860,KIO
24.099889,98.312316,KIO
23.975596,97.978006,KIO
24.871837,97.517084,KIO
24.752636,97.556118,KIO
23.788583,95.679642,KIO
23.788583,95.679642,KIO
24.165619,96.363356,KIO
23.783115,94.143973,KIO
24.003684,94.233394,KIO
23.183333,94.050000,KIO
23.760029,96.233117,KIO
23.717448,96.155125,KIO
23.754583,96.145991,KIO
24.504002,95.733794,KIO
23.760029,96.233117,KIO
23.574375,98.076855,KIO
23.760029,96.233117,KIO
23.760029,96.233117,KIO
23.991149,95.756421,KIO
24.226730,96.790850,KIO
24.235603,96.063987,KIO
24.235603,96.063987,KIO
24.235603,96.063987,KIO
24.180646,96.330905,KIO
24.845900,97.087560,KIO
24.215426,96.375620,KIO
23.788583,95.679642,KIO
23.760029,96.233117,KIO
18.640867,97.654406,KNPP
19.250000,97.500000,KNPP
22.000000,98.000000,KNPP
14.705158,98.331783,KNPP
19.224233,97.838011,KNPP
19.224233,97.838011,KNPP
19.224233,97.838011,KNPP
19.224233,97.838011,KNPP
14.705158,98.331783,KNPP
19.250000,97.500000,KNPP
19.173853,97.840192,KNPP
19.250000,97.500000,KNPP
19.250000,97.500000,KNPP
22.000000,98.000000,KNPP
22.000000,98.000000,KNPP
19.250000,97.500000,KNPP
19.250000,97.500000,KNPP
22.000000,98.000000,KNPP
22.000000,98.000000,KNPP
19.250000,97.500000,KNPP
19.250000,97.500000,KNPP
17.942742,97.702667,KNPP
19.250000,97.500000,KNPP
19.250000,97.500000,KNPP
19.250000,97.500000,KNPP
22.000000,98.000000,KNPP
19.173853,97.840192,KNPP
19.173853,97.840192,KNPP
14.705158,98.331783,KNPP
22.000000,98.000000,KNPP
19.250000,97.500000,KNPP
19.250000,97.500000,KNPP
22.000000,98.000000,KNPP
22.000000,98.000000,KNPP
17.942742,97.702667,KNPP
19.250000,97.500000,KNPP
19.674167,97.209444,KNPP
22.000000,98.000000,KNPP
18.816667,97.150000,KNPP
19.250000,97.500000,KNPP
19.173853,97.840192,KNPP
22.000000,98.000000,KNPP
22.000000,98.000000,KNPP
19.491250,97.341751,KNPP
19.250000,97.500000,KNPP
22.000000,98.000000,KNPP
22.000000,98.000000,KNPP
19.250000,97.500000,KNPP
18.816667,97.150000,KNPP
22.000000,98.000000,KNPP
22.000000,98.000000,KNPP
22.000000,98.000000,KNPP
19.058900,96.875358,KNPP
19.250000,97.500000,KNPP
22.000000,98.000000,KNPP
19.674167,97.209444,KNPP
19.250000,97.500000,KNPP
19.250000,97.500000,KNPP
19.250000,97.500000,KNPP
19.491250,97.341751,KNPP
19.250000,97.500000,KNPP
17.500000,97.750000,KNPP
18.816667,97.150000,KNPP
19.711192,97.295318,KNPP
19.531482,97.046837,KNPP
19.739710,97.079654,KNPP
19.531482,97.046837,KNPP
18.909050,97.552691,KNPP
19.711192,97.295318,KNPP
19.292390,97.224040,KNPP
19.531482,97.046837,KNPP
19.263020,97.064310,KNPP
19.440780,97.131960,KNPP
19.754429,97.014054,KNPP
19.014265,97.261927,KNPP
19.711192,97.295318,KNPP
19.711192,97.295318,KNPP
19.531482,97.046837,KNPP
19.597313,97.211902,KNPP
19.622860,97.206000,KNPP
19.486750,97.145810,KNPP
19.597313,97.211902,KNPP
19.597313,97.211902,KNPP
19.622860,97.206000,KNPP
19.587440,97.147060,KNPP
19.587440,97.147060,KNPP
19.587440,97.147060,KNPP
19.263020,97.064310,KNPP
19.014265,97.261927,KNPP
19.531482,97.046837,KNPP
19.525030,97.145340,KNPP
19.550728,97.157733,KNPP
19.754429,97.014054,KNPP
19.754429,97.014054,KNPP
19.754429,97.014054,KNPP
19.754429,97.014054,KNPP
19.531482,97.046837,KNPP
19.598197,97.208301,KNPP
19.531482,97.046837,KNPP
19.531482,97.046837,KNPP
19.622860,97.206000,KNPP
19.531482,97.046837,KNPP
19.622860,97.206000,KNPP
19.638900,97.207860,KNPP
19.615290,97.187780,KNPP
19.589690,97.203130,KNPP
19.711192,97.295318,KNPP
19.555138,97.611889,KNPP
19.531482,97.046837,KNPP
19.263020,97.064310,KNPP
19.531482,97.046837,KNPP
19.531482,97.046837,KNPP
19.555138,97.611889,KNPP
19.674167,97.209444,KNPP
19.674167,97.209444,KNPP
19.597313,97.211902,KNPP
19.711192,97.295318,KNPP
19.622860,97.206000,KNPP
19.674167,97.209444,KNPP
19.674167,97.209444,KNPP
19.550728,97.157733,KNPP
19.674167,97.209444,KNPP
19.674167,97.209444,KNPP
19.711192,97.295318,KNPP
19.137888,97.742000,KNPP
19.562020,97.168080,KNPP
19.711192,97.295318,KNPP
19.656960,97.111700,KNPP
19.531482,97.046837,KNPP
19.116864,97.324744,KNPP
19.531482,97.046837,KNPP
19.250000,97.500000,KNPP
19.250000,97.500000,KNPP
19.551120,97.131290,KNPP
19.551120,97.131290,KNPP
19.352670,97.194630,KNPP
19.352670,97.194630,KNPP
19.352670,97.194630,KNPP
19.555138,97.611889,KNPP
19.491250,97.341751,KNPP
19.352670,97.194630,KNPP
19.711192,97.295318,KNPP
19.501850,97.095390,KNPP
19.263020,97.064310,KNPP
19.263020,97.064310,KNPP
19.754429,97.014054,KNPP
19.555138,97.611889,KNPP
19.531482,97.046837,KNPP
19.263020,97.064310,KNPP
19.014265,97.261927,KNPP
19.263020,97.064310,KNPP
19.555138,97.611889,KNPP
19.481770,97.135469,KNPP
19.014265,97.261927,KNPP
19.263020,97.064310,KNPP
19.531482,97.046837,KNPP
19.531482,97.046837,KNPP
19.739710,97.079654,KNPP
19.739710,97.079654,KNPP
19.739710,97.079654,KNPP
19.754429,97.014054,KNPP
19.601449,97.132921,KNPP
19.555138,97.611889,KNPP
19.481770,97.135469,KNPP
19.263020,97.064310,KNPP
19.531482,97.046837,KNPP
19.263020,97.064310,KNPP
19.170060,97.239660,KNPP
19.555138,97.611889,KNPP
19.531482,97.046837,KNPP
18.869353,97.526412,KNPP
19.263020,97.064310,KNPP
19.555138,97.611889,KNPP
19.754429,97.014054,KNPP
19.014265,97.261927,KNPP
19.531482,97.046837,KNPP
19.754429,97.014054,KNPP
19.137888,97.742000,KNPP
19.531482,97.046837,KNPP
19.562180,97.221720,KNPP
19.119620,97.326480,KNPP
19.322290,97.365952,KNPP
19.531482,97.046837,KNPP
19.531482,97.046837,KNPP
19.295180,97.368240,KNPP
19.531482,97.046837,KNPP
18.642877,97.654157,KNPP
18.642877,97.654157,KNPP
18.909050,97.552691,KNPP
18.909050,97.552691,KNPP
19.555138,97.611889,KNPP
18.770700,97.388550,KNPP
18.642877,97.654157,KNPP
19.486750,97.145810,KNPP
19.674167,97.209444,KNPP
19.586053,97.410114,KNPP
19.531482,97.046837,KNPP
19.263020,97.064310,KNPP
19.263020,97.064310,KNPP
18.642877,97.654157,KNPP
19.674167,97.209444,KNPP
19.674167,97.209444,KNPP
19.674167,97.209444,KNPP
19.674167,97.209444,KNPP
19.674167,97.209444,KNPP
19.250000,97.500000,KNPP
19.491250,97.341751,KNPP
19.674167,97.209444,KNPP
19.674167,97.209444,KNPP
19.674167,97.209444,KNPP
19.674167,97.209444,KNPP
19.674167,97.209444,KNPP
19.674167,97.209444,KNPP
18.753869,97.479710,KNPP
19.555138,97.611889,KNPP
20.001944,99.052500,MTA
22.000000,98.000000,MTA
21.646706,98.124239,MTA
17.942742,97.702667,MTA
22.000000,98.000000,MTA
22.000000,98.000000,MTA
22.000000,98.000000,MTA
22.000000,98.000000,MTA
20.022710,99.024254,MTA
20.533333,99.250000,MTA
21.280781,99.605689,MTA
19.952500,98.743889,MTA
22.000000,98.000000,MTA
22.000000,98.000000,MTA
20.925000,97.563889,MTA
22.000000,98.000000,MTA
22.000000,98.000000,MTA
20.447500,99.880833,MTA
20.447500,99.880833,MTA
19.952500,98.743889,MTA
20.294722,98.934444,MTA
22.000000,98.000000,MTA
22.000000,98.000000,MTA
20.447500,99.880833,MTA
22.000000,98.000000,MTA
20.447500,99.880833,MTA
21.280781,99.605689,MTA
20.447500,99.880833,MTA
22.000000,98.000000,MTA
22.900000,98.916667,MTA
22.000000,98.000000,RCSS
21.316667,98.400000,RCSS
22.000000,98.000000,RCSS
21.304659,98.429888,RCSS
21.304659,98.429888,RCSS
22.000000,98.000000,RCSS
21.272245,97.668024,RCSS
21.906598,98.365374,RCSS
20.891840,97.716720,RCSS
22.000000,98.000000,RCSS
21.674578,100.024264,RCSS
21.102417,98.111969,RCSS
22.900000,98.916667,RCSS
20.925000,97.563889,RCSS
22.000000,98.000000,RCSS
22.900000,98.916667,RCSS
22.000000,98.000000,RCSS
19.173853,97.840192,RCSS
22.900000,98.916667,RCSS
19.173853,97.840192,RCSS
21.304659,98.429888,RCSS
22.000000,98.000000,RCSS
20.925000,97.563889,RCSS
22.000000,98.000000,RCSS
20.001944,99.052500,RCSS
22.000000,98.000000,RCSS
20.001944,99.052500,RCSS
20.001944,99.052500,RCSS
20.447500,99.880833,RCSS
20.001944,99.052500,RCSS
20.295908,98.894789,RCSS
20.001944,99.052500,RCSS
20.001944,99.052500,RCSS
19.173853,97.840192,RCSS
20.533333,99.250000,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
20.891840,97.716720,RCSS
20.001944,99.052500,RCSS
16.686389,98.506111,RCSS
16.686389,98.506111,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
20.875833,99.922778,RCSS
22.000000,98.000000,RCSS
22.965028,97.161526,RCSS
20.447500,99.880833,RCSS
22.000000,98.000000,RCSS
21.304659,98.429888,RCSS
20.875833,99.922778,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
21.607778,97.530556,RCSS
20.875833,99.922778,RCSS
20.447500,99.880833,RCSS
20.447500,99.880833,RCSS
20.447500,99.880833,RCSS
22.000000,98.000000,RCSS
21.280781,99.605689,RCSS
21.607778,97.530556,RCSS
22.000000,98.000000,RCSS
21.304659,98.429888,RCSS
22.000000,98.000000,RCSS
20.317697,98.366500,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
21.929133,97.820990,RCSS
22.000000,98.000000,RCSS
19.173853,97.840192,RCSS
21.929133,97.820990,RCSS
21.607778,97.530556,RCSS
21.304659,98.429888,RCSS
21.286142,98.532075,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
21.929133,97.820990,RCSS
23.836011,97.681672,RCSS
21.646706,98.124239,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
21.607778,97.530556,RCSS
22.000000,98.000000,RCSS
22.000000,98.000000,RCSS
21.906598,98.365374,RCSS
21.929133,97.820990,RCSS
21.646706,98.124239,RCSS
